Country,Year,Domestic credit to private sector (% of GDP),GDP growth (annual %),Gross capital formation (annual % growth),Gross fixed capital formation (annual % growth),GDP per capita (constant LCU),GDP (constant LCU),GDP per capita (constant 2015 US$),Gross fixed capital formation (constant LCU),GDP per capita (current LCU),General government final consumption expenditure (% of GDP),Trade (% of GDP),"Inflation, GDP deflator (annual %)"
Lithuania,2007.0,..,11.10748014,30.03325929,22.33439615,10801.9685,34904336000,11984.92329,8685725000,8978.204707,17.46507791,116.3873879,8.554585619
Lithuania,2008.0,..,2.614423033,3.48116006,-3.996315794,11198.96687,35816883000,12425.3981,8338616000,10211.91621,18.67970448,126.8490876,9.709108572
Lithuania,2009.0,..,-14.83860837,-54.32733151,-38.90257088,9643.681969,30502156000,10699.78946,5094680000,8503.866369,21.26567948,105.3387783,-3.296038774
Lithuania,2010.0,58.62559001,1.651240653,38.96523727,1.475323278,10010.6545,31005820000,11106.95021,5169843000,9051.107713,19.84499587,129.8873829,2.53348366
Lithuania,2011.0,49.50000588,6.03900816,18.86575425,20.14674333,10857.6669,32878264000,12046.72139,6211398000,10342.13298,18.31954601,148.4472191,5.349952298
Lithuania,2012.0,46.51877933,3.843864749,-10.56397539,-1.778295321,11427.26037,34142060000,12678.69269,6100941000,11182.29631,17.45475172,155.8431607,2.734253494
Lithuania,2013.0,43.01711601,3.550072843,-2.161530353,8.299473802,11953.29462,35354128000,13262.33446,6607287000,11846.93218,16.65649102,155.8867909,1.281332227
Lithuania,2014.0,40.81592374,3.537009879,6.804592978,5.712768342,12482.95558,36604607000,13850.00013,6984746000,12475.01114,16.61376488,142.7216428,0.833592064
Lithuania,2015.0,41.55766482,2.024583955,22.04769197,4.856024829,12856.06026,37345698000,14263.96458,7323927000,12856.06026,17.21267333,138.5523173,0.063682791
Malaysia,1997.0,158.3850476,7.32274185,16.82893629,9.162304586,25459.90003,5.41002E+11,6518.985614,2.11352E+11,13261.45416,10.76704697,185.6651112,3.482349583
Malaysia,1998.0,158.5053788,-7.359415188,-43.24184063,-42.96597167,22979.13404,5.01187E+11,5883.787605,1.20543E+11,12986.51817,9.768996939,209.4922028,8.498719998
Malaysia,1999.0,149.1529811,6.137612011,2.922767691,-6.540765076,23780.96958,5.31948E+11,6089.09691,1.12658E+11,13445.77937,10.98668724,217.5709194,0.045452821
Malaysia,2000.0,134.9998539,8.85886817,37.65683845,26.41948385,25237.26815,5.79073E+11,6461.980911,1.42422E+11,15532.73786,10.16523523,220.406789,8.855216851
Malaysia,2001.0,129.1013756,0.517675319,-24.6487862,-2.062324574,24724.23066,5.82071E+11,6330.618102,1.39485E+11,14976.26613,12.03928765,203.364636,-1.581873912
Malaysia,2002.0,121.8273449,5.390988307,28.03432246,0.577694206,25409.60453,6.1345E+11,6506.107494,1.40291E+11,15872.99878,12.95780675,199.3562327,3.128883199
Malaysia,2003.0,118.9741489,5.788499286,-10.90348314,2.843724629,26231.80994,6.4896E+11,6716.632487,1.4428E+11,16927.2017,12.96800862,194.1951291,3.298932877
Malaysia,2004.0,111.9376051,6.783437724,15.09270742,3.553555289,27354.61794,6.92981E+11,7004.126514,1.49407E+11,18712.48482,12.57994971,210.3742659,6.009282615
Malaysia,2005.0,106.5244319,5.332139161,-19.11852647,4.975379867,28157.11637,7.29932E+11,7209.605549,1.56841E+11,20968.51294,11.47360636,203.8546446,8.862586471
Malaysia,2006.0,103.6638304,5.584847067,15.30228797,6.263712784,29072.60175,7.70698E+11,7444.014798,1.66665E+11,22512.15446,11.16769216,202.5771468,3.980931674
Malaysia,2007.0,101.5800752,6.298785927,9.861848676,10.79398506,30238.59202,8.19242E+11,7742.565609,1.84654E+11,24557.99376,11.56686807,192.4655064,4.881323357
Malaysia,2008.0,96.74825351,4.831769889,0.186714056,2.490167251,31044.56723,8.58826E+11,7948.934872,1.89253E+11,27831.86675,11.50478798,176.6683248,10.3889004
Malaysia,2009.0,111.60689,-1.513528716,-29.59329446,-2.487338501,29975.59636,8.45828E+11,7675.225795,1.84545E+11,25263.20467,13.04847957,162.5589705,-5.992201556
Malaysia,2010.0,107.1227526,7.424847383,73.04875927,11.03670076,31639.9969,9.08629E+11,8101.394128,2.04913E+11,28603.72221,12.58116903,157.9447649,7.266845934
Malaysia,2011.0,108.4259367,5.293912834,0.024439588,6.35079116,32782.57205,9.56731E+11,8393.949518,2.17927E+11,31240.70878,13.27066148,154.9376846,5.41240809
Malaysia,2012.0,114.1245298,5.473454193,16.44030551,18.98355069,34021.91369,1.0091E+12,8711.281884,2.59297E+11,32745.9561,13.84213366,147.8417548,0.999932303
Malaysia,2013.0,119.8996939,4.693722526,-3.885134856,8.129826799,35057.84504,1.05646E+12,8976.531219,2.80377E+11,33801.90887,13.71540152,142.7209915,0.174474481
Malaysia,2014.0,120.578651,6.006721946,-4.180372816,4.790571149,36590.97227,1.11992E+12,9369.087134,2.93809E+11,36150.63735,13.32874807,138.3122312,2.467466784
Malaysia,2015.0,123.1036296,5.091532422,17.00056277,3.612597526,37881.73141,1.17694E+12,9699.584909,3.04423E+11,37881.73141,13.0865608,131.3700724,1.218055734
Morocco,1997.0,..,-1.560702356,7.369884964,6.46718854,17195.38086,4.75095E+11,1816.913818,1.0301E+11,13498.80957,17.01864626,51.15015465,0.713391653
Morocco,1998.0,..,7.23855269,17.98032489,12.7531894,18172.25195,5.09485E+11,1920.132813,1.16147E+11,15928.65332,14.3046716,45.67235959,11.65717021
Morocco,1999.0,..,1.697061479,-2.018625338,10.97098963,18222.05469,5.18131E+11,1925.395142,1.28889E+11,15953.11523,15.40188699,48.57887649,-0.120156165
Morocco,2000.0,..,2.582180899,1.812345395,2.620842483,18439.34375,5.3151E+11,1948.354492,1.32267E+11,15857.99902,15.90164411,53.44030584,-1.767598673
Morocco,2001.0,..,7.721825212,9.384870296,0.426877812,19598.62695,5.72553E+11,2070.847656,1.32832E+11,16958.57031,16.10308185,53.49157102,0.614522895
Morocco,2002.0,..,3.730197362,5.177202059,7.281840827,20065.04688,5.9391E+11,2120.131104,1.42504E+11,17528.75977,15.82652488,54.31012792,0.959559346
Morocco,2003.0,..,6.171102153,18.63629439,6.345353103,21038.00781,6.30561E+11,2222.937012,1.51547E+11,18536.86914,15.63229161,52.33185826,0.860408269
Morocco,2004.0,..,4.571380171,9.385062475,9.152894931,21720.16211,6.59386E+11,2295.015381,1.65417E+11,19312.75781,16.14793301,55.55163848,0.91354516
Morocco,2005.0,..,3.192249719,-0.909112601,7.24181191,22112.80859,6.80435E+11,2336.503418,1.77397E+11,19836.13086,16.79347797,61.49382769,0.886221393
Morocco,2006.0,..,7.790820018,8.303085221,9.993113343,23517.94727,7.33447E+11,2484.974365,1.95124E+11,21401.52344,16.13869446,64.67219778,1.445366776
Morocco,2007.0,..,3.44106777,13.37919447,14.31992417,24008.21289,7.58685E+11,2536.777344,2.23066E+11,22540.57813,15.92180309,71.34964678,3.171544117
Morocco,2008.0,..,5.68453936,22.87552347,15.2096861,25042.51367,8.01813E+11,2646.064697,2.56993E+11,24647.35547,15.23314732,77.83447164,4.830386398
Morocco,2009.0,..,3.745769399,-2.668660107,-2.64227559,25642.00977,8.31847E+11,2709.40918,2.50203E+11,25123.17773,16.75084572,62.37095601,-0.452558773
Morocco,2010.0,83.29228907,3.499557102,-1.740274077,-1.44777095,26186.31445,8.60958E+11,2766.921875,2.46581E+11,25822.59375,16.58693723,69.54197961,0.647501041
Morocco,2011.0,86.80417696,5.524645232,10.28404074,7.794675219,27255.96289,9.08523E+11,2879.944092,2.65801E+11,26716.43359,17.22104006,76.82587149,-0.598844911
Morocco,2012.0,87.76184019,3.062343684,-0.932177672,3.617709127,27704.05273,9.36345E+11,2927.290527,2.75417E+11,27300.43945,18.22795912,78.22210189,0.533172468
Morocco,2013.0,83.56554256,4.122212869,5.000673576,-0.515937628,28451.96094,9.74943E+11,3006.31665,2.73996E+11,28390.79688,18.32857502,73.85775653,1.260262475
Morocco,2014.0,83.51030761,2.719244078,-2.196842222,-1.256799409,28838.22852,1.00145E+12,3047.130859,2.70552E+11,28838.22852,19.10512115,71.89356675,0.215437768
Morocco,2015.0,78.393398,4.344582976,5.62250799,2.499334694,29709.84375,1.04496E+12,3139.228271,2.77314E+11,30652.51758,18.15643728,67.28867593,3.17293531
Pakistan,1997.0,24.64621515,1.014396014,-3.613666799,-3.818485787,107191.2952,1.51494E+13,935.1882801,2.81895E+12,17181.8256,11.89357051,36.8522661,13.38351464
Pakistan,1998.0,25.11394294,2.550234295,3.047091419,-3.69196845,106792.2378,1.55357E+13,931.7067122,2.71487E+12,18406.15668,11.26410562,34.01172518,7.526036899
Pakistan,1999.0,25.47431764,3.660132743,-9.190904284,-4.498715985,107581.4471,1.61043E+13,938.5921525,2.59274E+12,19629.1764,10.36009991,32.31996281,5.86228618
Pakistan,2000.0,20.13963826,4.260088012,5.121709754,5.042171087,108767.3412,1.67904E+13,948.9384615,2.72347E+12,27488.46984,8.086123534,25.36342969,38.51198619
Pakistan,2001.0,19.8099353,3.554418216,2.528610426,2.429048391,109203.9673,1.73872E+13,952.7477969,2.78962E+12,29064.48979,7.346709361,27.63004524,5.310635714
Pakistan,2002.0,19.61297408,2.508337724,-4.02405346,-4.665206634,109169.6122,1.78233E+13,952.448067,2.65948E+12,30138.82396,8.184066453,27.63380672,3.729013304
Pakistan,2003.0,22.31455889,5.777033992,6.497325705,6.573356122,112975.6272,1.8853E+13,985.6535674,2.8343E+12,32205.90798,8.278389369,29.79639645,3.258604752
Pakistan,2004.0,26.1275927,7.546860015,7.382833964,7.365639261,118816.1201,2.02758E+13,1036.608829,3.04306E+12,36353.7953,7.762094548,27.54962543,7.330611674
Pakistan,2005.0,26.12753736,6.518778074,13.2128019,13.91512746,123858.9317,2.15975E+13,1080.604737,3.46651E+12,40867.7425,7.461093537,32.15442914,7.83976364
Pakistan,2006.0,26.84998832,5.898984442,14.31521196,15.14088563,128441.5087,2.28716E+13,1120.585337,3.99137E+12,46140.06143,10.43627437,35.68172966,8.872814857
Pakistan,2007.0,27.84320979,4.832817277,2.597594541,2.395916315,131795.9713,2.39769E+13,1149.851278,4.087E+12,50789.1182,9.873994917,32.99042857,7.274319327
Pakistan,2008.0,28.73378017,1.701405466,4.340614749,4.58447453,131149.3958,2.43849E+13,1144.210243,4.27437E+12,57213.2531,9.749691947,35.59420149,13.20400982
Pakistan,2009.0,22.72278659,2.831658519,-4.316438025,-4.958588847,131890.0414,2.50754E+13,1150.671991,4.06242E+12,69427.11606,10.51886227,32.07184826,20.66651581
Pakistan,2010.0,21.41291755,1.606688629,-6.533801284,-7.325051703,131024.1874,2.54782E+13,1143.117865,3.76484E+12,76454.88355,10.31622663,32.86892658,10.85023946
Pakistan,2011.0,18.12633374,2.748405917,-6.698826864,-7.7055514,131813.3293,2.61785E+13,1150.002717,3.47474E+12,92025.11599,9.736146646,32.93990515,19.64465113
Pakistan,2012.0,16.94004448,3.50703342,2.540947465,2.426336566,134004.9012,2.70966E+13,1169.123042,3.55905E+12,99139.06501,10.48875365,32.80550221,5.968574381
Pakistan,2013.0,16.11551863,4.396456634,2.777410144,2.583309183,137762.7424,2.82879E+13,1201.908252,3.65099E+12,109018.8107,11.00311696,33.33359868,6.965943078
Pakistan,2014.0,15.58895291,4.674707982,2.755997931,2.521905823,142184.9186,2.96102E+13,1240.489438,3.74307E+12,120857.6626,10.76299808,30.90124462,7.411553241
Pakistan,2015.0,15.38607432,4.731147475,14.55011206,15.77322962,146993.6395,3.10111E+13,1282.443026,4.33347E+12,130080.6456,10.9725341,27.65467252,4.110248659
Panama,1997.0,..,6.46099044,..,..,7042.726292,19916773613,6504.827557,..,3775.571536,13.25714687,165.343715,1.608838937
Panama,1998.0,..,7.341500703,..,..,7409.931414,21378963688,6843.98684,..,4012.054165,13.45149781,151.2684728,0.997519226
Panama,1999.0,..,3.917206589,..,..,7548.595321,22216421862,6972.060084,..,4121.56222,13.81275074,126.6863149,0.842387066
Panama,2000.0,..,2.715374155,..,..,7602.173825,22819680839,7021.54645,..,4099.00654,13.98711651,133.9889395,-1.248182202
Panama,2001.0,..,0.574272791,..,..,7497.728883,22950728057,6925.078646,..,4084.258536,14.78226619,130.098368,1.028214443
Panama,2002.0,..,2.229149417,..,..,7517.593481,23462334078,6943.426055,..,4163.521959,15.71867177,121.851866,1.671335752
Panama,2003.0,..,4.205495945,..,..,7684.492114,24449041586,7097.577556,..,4304.10698,14.81471071,114.6933669,1.131364218
Panama,2004.0,..,7.522079658,..,..,8105.333707,26288117970,7486.276744,..,4629.029316,14.43032252,123.6525612,1.965004598
Panama,2005.0,..,7.191279402,..,..,8523.803728,28178569982,7872.785493,..,4953.12998,13.94465477,135.6943166,1.748321296
Panama,2006.0,..,8.652465611,..,..,9088.9261,30616711060,8394.7458,..,5385.564243,13.09678869,137.895702,1.969984822
Panama,2007.0,..,11.98398539,..,..,9991.162538,34285813241,9228.072583,..,6205.821576,12.46620008,149.5704528,4.824939923
Panama,2008.0,..,9.855654852,..,..,10775.94578,37664904658,9952.916832,..,7197.110786,12.07272002,166.6981464,7.527495301
Panama,2009.0,..,1.242992318,..,..,10713.51554,38133076529,9895.254792,..,7618.438459,11.9487537,138.9803682,6.470959912
Panama,2010.0,84.27423984,5.827993494,..,..,11136.79226,40355469748,10286.20312,..,8124.558307,12.61264853,148.2750461,2.590153902
Panama,2011.0,82.63644893,11.31362591,..,..,12178.12597,44921136630,11248.00342,..,9403.439908,11.86407596,162.4875614,5.844098985
Panama,2012.0,81.88724517,9.778490071,..,..,13133.30437,49313745515,12130.22864,..,10767.29318,10.85563336,158.0588033,6.17597006
Panama,2013.0,67.37413064,6.903948051,..,..,13794.99369,52718340888,12741.38045,..,11932.28622,10.71274279,137.6340738,5.504170462
Panama,2014.0,83.31206952,5.066422355,..,..,14243.30755,55389274695,13155.45367,..,12837.24796,10.04138506,119.0906104,4.19788931
Panama,2015.0,85.50204558,5.733054296,..,..,14799.92588,58564771888,13669.55944,..,13669.55944,10.28547765,99.93640441,2.478768918
Peru,1997.0,24.40979955,6.476824421,14.91519452,15.25428054,8437.797871,2.14028E+11,3319.169146,45167000000,6106.944322,10.23853329,33.46954585,7.283131129
Peru,1998.0,28.19104966,-0.391537556,-2.060659148,-1.177851086,8257.345024,2.1319E+11,3248.184568,44635000000,6297.334294,10.9812653,32.95302179,5.371090357
Peru,1999.0,28.97732825,1.494910643,-13.45586262,-11.05634592,8242.23031,2.16377E+11,3242.238906,39700000000,6470.267165,11.54899063,33.20577656,2.934545412
Peru,2000.0,26.34167756,2.694371398,-2.911693278,-5.153652393,8336.585137,2.22207E+11,3279.355181,37654000000,6775.006595,11.45062686,35.53803216,3.524720039
Peru,2001.0,23.44780788,0.617892326,-6.908113574,-8.10538057,8276.170762,2.2358E+11,3255.590031,34602000000,6756.528404,11.71717061,35.06440143,0.455248303
Peru,2002.0,22.20204829,5.453528938,3.956207301,0.491301081,8625.472356,2.35773E+11,3392.994493,34772000000,7049.36907,11.16502587,35.24918133,0.109017024
Peru,2003.0,19.98574116,4.165023137,5.073280722,5.616588059,8890.778273,2.45593E+11,3497.357649,36725000000,7397.258717,11.51871663,37.62461033,1.803724665
Peru,2004.0,17.91023992,4.958203206,0.198890401,7.365554799,9241.084909,2.5777E+11,3635.157463,39430000000,8171.49664,11.2562792,41.93607827,6.279038577
Peru,2005.0,19.06642161,6.285060325,6.226493941,11.12351002,9733.48496,2.73971E+11,3828.852439,43816000000,8908.467028,11.44451224,47.35731748,3.5037224
Peru,2006.0,20.81316402,7.528899044,34.63070417,18.86981924,10380.08493,2.94598E+11,4083.204901,52084000000,10227.62419,10.91669509,51.78505603,7.656248079
Peru,2007.0,24.60707369,8.518387769,28.63378198,22.67106981,11177.92567,3.19693E+11,4397.050814,63892000000,11177.92567,10.45503029,55.68811328,1.490675955
Peru,2008.0,29.76396075,9.126568301,31.09631438,27.81881926,12110.94076,3.4887E+11,4764.07014,81666000000,12244.5579,10.37086179,58.43376739,1.103276292
Peru,2009.0,30.01452903,1.095823659,-20.20381421,-3.404109421,12157.91777,3.52693E+11,4782.549445,78886000000,12545.72409,11.466356,48.11192962,2.063698334
Peru,2010.0,30.26168715,8.332459107,35.8155884,21.87333621,13071.7275,3.82081E+11,5142.013976,96141000000,14258.98402,10.52583592,51.67280894,5.710728594
Peru,2011.0,32.3092275,6.327192402,12.20908737,9.929166537,13781.79812,4.06256E+11,5421.333837,1.05687E+11,16047.67886,10.36235147,55.98828028,6.745787125
Peru,2012.0,34.04374682,6.139724706,9.49408234,14.88924844,14494.28427,4.31199E+11,5701.603888,1.21423E+11,17080.26958,10.87121234,52.61989526,1.20258494
Peru,2013.0,37.71992918,5.852518211,8.504131694,5.378717376,15194.84344,4.56435E+11,5977.182234,1.27954E+11,18095.12488,11.50093091,49.78714245,1.057234351
Peru,2014.0,40.89962682,2.382157372,-1.056908131,-2.01166044,15395.29401,4.67308E+11,6056.033297,1.2538E+11,18779.79575,12.40209038,46.85312109,2.432441085
Peru,2015.0,43.86793145,3.252244772,-3.575811755,-7.159036529,15710.73692,4.82506E+11,6180.118799,1.16404E+11,19680.21282,12.96557338,45.16276869,2.690520901
Philippines,1997.0,49.40110697,5.186411674,10.99613974,..,89507.29988,6.50887E+12,1829.718622,..,38138.33135,12.61256284,77.22864592,6.259815756
Philippines,1998.0,41.99260447,-0.5140906,-14.7828898,..,86927.62184,6.47541E+12,1776.984544,..,40893.32356,12.87144783,80.07720152,10.40567036
Philippines,1999.0,37.32792991,3.346451184,-13.06709804,..,87766.34366,6.6921E+12,1794.129793,..,43903.32175,11.84150853,77.16149371,6.33463973
Philippines,2000.0,35.60713966,4.382504833,1.096562713,..,89604.18747,6.98538E+12,1831.69921,1.27768E+12,47429.97028,11.06268513,85.15336858,5.816933559
Philippines,2001.0,36.2651173,3.04923151,20.49536785,-4.547734979,90402.3304,7.19838E+12,1848.01494,1.21958E+12,50541.21259,10.74174623,84.90038862,5.618862266
Philippines,2002.0,33.66395998,3.716255002,6.708381123,3.914193449,91847.71476,7.46589E+12,1877.561655,1.26732E+12,53521.91865,10.27003529,83.84480409,4.231091814
Philippines,2003.0,31.94837336,5.086911135,-0.408306542,9.579240997,94591.38015,7.84568E+12,1933.647982,1.38871E+12,56880.24561,9.931213305,87.57464436,3.192131329
Philippines,2004.0,31.00921165,6.569228512,6.138892428,4.344234872,98821.94611,8.36108E+12,2020.129703,1.44904E+12,62924.73025,9.140924359,87.12528482,5.890758534
Philippines,2005.0,27.89657364,4.942505119,-4.337700488,-0.989216485,101718.0322,8.77432E+12,2079.331832,1.43471E+12,68597.22414,8.865185551,83.84567457,5.910893448
Philippines,2006.0,27.47069492,5.316416821,-10.315869,5.046355766,105126.4092,9.2408E+12,2149.00627,1.50711E+12,74519.68566,9.066895834,80.85053867,5.111586663
Philippines,2007.0,27.63902332,6.51929155,8.334858138,11.00450243,109904.9566,9.84324E+12,2246.68989,1.67296E+12,80372.19981,9.231582342,73.64497999,3.164289755
Philippines,2008.0,27.87606106,4.344487305,26.76971508,8.441922044,112554.6929,1.02709E+13,2300.856108,1.81419E+12,88219.12792,8.81443285,67.68107077,7.179216183
Philippines,2009.0,27.89666842,1.448323063,-5.998447344,2.103060669,112103.0104,1.04196E+13,2291.622762,1.85234E+12,90271.07792,9.826598578,60.88659079,2.738258566
Philippines,2010.0,28.33247881,7.33449996,30.45968621,19.93977709,118176.7855,1.11839E+13,2415.783578,2.2217E+12,99321.41292,9.720395177,66.10427851,4.370884364
Philippines,2011.0,30.49763975,3.858232828,-2.538784584,-4.15709877,120568.9435,1.16154E+13,2464.684351,2.12934E+12,105302.897,9.71363218,60.7958367,3.918805775
Philippines,2012.0,31.90537598,6.896951711,5.426360093,12.82148869,126656.8676,1.24165E+13,2589.134401,2.40235E+12,112825.9453,10.79214711,57.84200551,1.994176097
Philippines,2013.0,34.33572791,6.750531301,18.44277045,11.83820678,132945.1294,1.32546E+13,2717.67978,2.68675E+12,120868.3957,10.81695502,55.82478123,2.061063359
Philippines,2014.0,37.5782838,6.347987483,8.277978019,7.984926748,139116.889,1.4096E+13,2843.843607,2.90128E+12,130341.0023,10.56117268,57.46817209,3.053055301
Philippines,2015.0,39.90378358,6.348309717,13.4076986,13.78112759,145498.4844,1.49909E+13,2974.29692,3.30111E+12,135338.9567,10.91164166,59.14159211,-0.71968279
Romania,1997.0,8.292438069,-4.849062738,-5.870867172,-1.437819373,9667.465314,2.1804E+11,4544.606608,42356900000,1130.625382,12.69171493,63.20524233,135.3383995
Romania,1998.0,11.66792316,-2.029812906,-4.636007828,-4.683770531,9490.85774,2.13614E+11,4461.584645,40373000000,1644.249983,11.89266018,53.83879571,48.13451977
Romania,1999.0,7.987189441,-0.376660706,-12.84141512,-1.911921334,9469.963564,2.12809E+11,4451.762442,39601100000,2453.110621,16.71848697,57.97367504,49.522463
Romania,2000.0,7.12522458,2.461263459,25.74296763,5.851605132,9715.612073,2.18047E+11,4567.240057,41918400000,3603.493495,16.85900503,48.52132539,43.18078915
Romania,2001.0,8.653376568,5.218136257,17.16180191,10.54668117,10366.23491,2.29425E+11,4873.093219,46339400000,5304.15503,15.79672787,51.92859102,37.95631541
Romania,2002.0,10.08985851,5.70299165,2.381428018,7.307604328,11159.86032,2.42509E+11,5246.170873,49725700000,7007.272176,14.82431052,53.71024781,22.71426905
Romania,2003.0,14.13226812,2.341147329,8.54707192,10.25827691,11503.80318,2.48187E+11,5407.855963,54826700000,8895.64754,16.04480256,56.17952705,23.15325547
Romania,2004.0,15.78192827,10.42811302,17.0405909,9.606268479,12776.0218,2.74068E+11,6005.916876,60093500000,11406.45042,14.72759425,60.62647867,15.45659588
Romania,2005.0,20.05825486,4.668148051,1.027330461,11.52520655,13455.25978,2.86862E+11,6325.221814,67019400000,13455.25978,16.23997471,59.36054945,12.00699012
Romania,2006.0,26.00542562,8.028811076,33.01474322,26.54529882,14621.92174,3.09894E+11,6873.661295,84809900000,16172.80747,15.92326584,61.68362593,10.60657936
Romania,2007.0,33.99995467,7.233807744,27.08548819,50.99758401,15912.98599,3.32311E+11,7480.581408,1.28061E+11,20384.59354,15.39054963,63.50515667,15.81622747
Romania,2008.0,35.91470424,9.307467171,11.11658697,17.84611853,17686.36239,3.6324E+11,8314.233027,1.50915E+11,26284.83229,15.88110506,65.17481466,16.01557989
Romania,2009.0,37.0103193,-5.517394408,-22.50392939,-33.93974613,16850.33112,3.43199E+11,7921.220679,99694700000,26065.77827,16.10455865,58.47283377,4.086778232
Romania,2010.0,38.29388655,-3.90123628,-1.619823041,-2.753004924,16289.42566,3.2981E+11,7657.543016,96950100000,26687.39777,15.00913413,69.83323164,5.910300343
Romania,2011.0,37.43462818,4.517086964,6.332789102,8.930470417,17109.18084,3.44708E+11,8042.904089,1.05608E+11,29145.17851,13.46516615,76.14260683,3.97694335
Romania,2012.0,35.95744414,1.924993262,-5.22034988,2.588908816,17516.33697,3.51343E+11,8234.305287,1.08342E+11,30973.55748,13.77671207,76.53923335,3.803093185
Romania,2013.0,34.17133304,0.269963879,0.158000015,-5.365586664,17628.96378,3.52292E+11,8287.250347,1.02529E+11,31605.91488,14.25886423,81.40162118,1.389687115
Romania,2014.0,31.08708944,4.120674963,3.775922395,5.358771315,18424.27982,3.66809E+11,8661.122756,1.08023E+11,33596.72035,14.42514641,83.37870793,1.710264293
Romania,2015.0,29.90402441,3.16050387,7.041350019,7.73563876,19096.13105,3.78402E+11,8976.955236,1.1638E+11,35958.69036,13.91528883,83.52116278,3.264754274
Russian Federation,1997.0,..,1.399915805,-4.100187893,-7.899809764,298334.5,4.41283E+13,4760.339355,7.07466E+12,15836.85449,21.06710995,47.25692141,15.05850364
Russian Federation,1998.0,..,-5.299961625,-45.19982732,-12.39999449,282990.8125,4.17895E+13,4515.509277,6.1974E+12,17807.33398,18.73272328,55.77225328,18.53896734
Russian Federation,1999.0,..,6.39991469,-6.600615067,6.399333502,302034.6875,4.4464E+13,4819.380371,6.594E+12,32763.24219,14.579431,69.3932815,72.38660547
Russian Federation,2000.0,..,10.00006682,75.20112892,18.09948734,333638.7188,4.89104E+13,5323.666504,7.78748E+12,49834.94141,15.0910673,68.09390704,37.69792821
Russian Federation,2001.0,16.83777185,5.100051225,16.69953247,10.20040532,352144.7188,5.14048E+13,5618.955566,8.58183E+12,61267.28125,16.43524859,61.11085866,16.47961936
Russian Federation,2002.0,17.97239278,4.699991909,-2.599700126,2.800481314,370395.5,5.38209E+13,5910.171875,8.82216E+12,74535.55469,17.93453672,59.64544573,15.66190631
Russian Federation,2003.0,21.24356706,7.299952345,14.30002606,13.90033017,399241.7813,5.77498E+13,6370.453613,1.00485E+13,91312.54688,17.91609718,59.12826901,13.65713681
Russian Federation,2004.0,24.31640095,7.19994787,12.20026651,12.59949393,429713.875,6.19077E+13,6856.678223,1.13145E+13,118189.1328,16.97167797,56.5818524,20.25514958
Russian Federation,2005.0,25.92253952,6.399965448,9.499917436,10.59986396,458962.8125,6.58698E+13,7323.385254,1.25139E+13,150570.9531,16.87153894,56.71324849,19.27943213
Russian Federation,2006.0,30.94192403,8.200068255,17.70004408,18.00021798,498226.8125,7.12712E+13,7949.896973,1.47664E+13,188166.8594,17.38813755,54.73340187,15.12040663
Russian Federation,2007.0,37.78357772,8.499977768,21.99981274,21.00002639,541501.625,7.73292E+13,8640.40625,1.78673E+13,232817.3906,17.29753429,51.70612275,13.84123924
Russian Federation,2008.0,41.55404382,5.199969265,10.49993335,10.59992258,569909.9375,8.13503E+13,9093.700195,1.97612E+13,289170.2813,17.83057609,53.38246604,18.01351833
Russian Federation,2009.0,45.2609093,-7.799993913,-41.00004386,-14.39994479,525298.8125,7.5005E+13,8381.868164,1.69156E+13,271787.125,20.78659666,48.43506103,1.970612603
Russian Federation,2010.0,42.84004525,4.5,28.49973669,5.900206177,548690.875,7.83802E+13,8755.120117,1.79137E+13,324177.2188,18.72505542,50.35550549,14.19110957
Russian Federation,2011.0,41.69860598,4.300029186,20.99997589,9.09980803,571838.625,8.17506E+13,9124.474609,1.95438E+13,420492.5625,17.62551153,48.03539941,24.46008606
Russian Federation,2012.0,43.91396024,4.024086157,5.541933339,6.196850152,593849.5625,8.50403E+13,9475.69043,2.07549E+13,475576.6875,17.96723805,47.15139039,8.907868421
Russian Federation,2013.0,48.02475005,1.755422149,-5.154850269,1.915692198,602988.75,8.65331E+13,9621.517578,2.11525E+13,508586.3438,18.67530215,46.2871494,5.320138872
Russian Federation,2014.0,54.83227989,0.736267221,-6.384930915,-2.136863255,596685.9375,8.71702E+13,9520.948242,2.07005E+13,540965.625,18.02733139,47.80134126,7.490071117
Russian Federation,2015.0,55.95202269,-1.972719226,-11.74313147,-10.62486413,583655,8.54506E+13,9313.021484,1.85011E+13,567513.625,17.76538922,49.35934931,7.249735907
Saudi Arabia,1997.0,21.50874652,1.103782052,..,..,68193.0348,1.35966E+12,17584.59705,..,31172.73099,26.03157476,65.18810234,3.459761733
Saudi Arabia,1998.0,29.18835509,2.893362521,..,..,68335.22127,1.399E+12,17621.26196,..,26885.12429,28.19581839,56.0884071,-13.93380361
Saudi Arabia,1999.0,26.74462341,-3.763285218,..,..,64082.42631,1.34635E+12,16524.61498,..,28864.76507,25.40981457,57.84605836,14.48843972
Saudi Arabia,2000.0,24.2356164,5.625416146,..,..,65998.14541,1.42209E+12,17018.61189,1.57509E+11,32982.22724,25.86308378,68.16645711,10.94792071
Saudi Arabia,2001.0,27.09049227,-1.210743868,-6.31207676,1.533426606,63609.27529,1.40487E+12,16402.60589,1.59924E+11,31264.96021,27.32667807,63.56061208,-1.646643654
